姓名,手机,年龄
刘玉生,15865691965,24
黄馨天,13385082249,25
陈文淑,13160561251,26
蔡定友,18811237826,22
张惠珍,15263159202,20
梁仁兴,15785009647,23
戎育诚,18680013411,19
侯佩君,13402243092,25
吴佩翰,13253236283,24
王筱雯,13588039372,29
吴志伟,15288973711,26
赵珊慈,13748776317,26
吴梅玫,15505758569,29
黄于玉,13168545384,27
宋修天,15535483949,28
黄怡希,18998282061,28
叶佳伶,15310847825,27
黄建中,18728569567,24
黄宥圣,13339074814,21
陈筱虹,13101181186,19
张孟君,18652943534,29
林奕如,18875434025,23
王儒桦,15147510773,26
王惠雯,15707208615,23
钟纯启,13588131020,26
郭丽华,15303026223,28
徐秀真,13418700733,25
黄孝绍,13868034391,25
王惟君,15889393876,25
陈淑娟,18701670643,21
李宜洁,15646824298,29
陈馨扬,13801418660,21
陈必颖,13130081668,28
蔡宛雅,13171393258,23
谢思妤,13165645396,22
陈国维,18874136475,28
曹俊茹,15619620627,18
林宜苹,18859800335,27
詹雅宏,18756916554,19
张筠君,13258811814,23
许尚达,13127012960,29
曾舜文,13501488197,29
赖立玮,18572066336,18
赖圣郁,15313080322,25
林必白,15968277972,20
黄俊菱,15219967820,26
朱俊杰,15966630577,23
刘伯名,15890382674,18
陈韦佩,18926032572,18
陈政哲,13102711077,24
李欣怡,13751839691,23
林佩纶,15659987757,23
戈昭毓,18857834407,26
王彦帆,13113717731,29
白瑜杰,15580753578,19
蔡翠安,13364388225,27
王蕙云,13389175167,24
陈致帆,13739782738,23
柳致颖,15149734846,29
农淑娟,18807896043,18
罗筱男,13918730723,23
黄静怡,15559960476,28
蒋冠廷,13571423097,25
郑侑正,13984186804,18
杨书豪,18812082016,25
颜浩坤,18545506990,22
李常芷,18970416844,23
钟琬苹,13298126485,20
路玟泰,15932017469,20
柏昀友,15541507696,21
林政菱,18684667234,23
潘玫弘,13694220151,22
苏柏翔,15752728028,26
林刚倩,18699571122,20
许瑜玉,18917367953,18
黄瑶瑄,15809164059,28
刘家铭,15576334695,18
余勋凤,15759816332,26
陈姵菁,18585160831,18
金淑珍,13634903984,22
袁中天,13327697845,21
李静云,15877684053,23
林秀喜,13157562867,19
詹冠廷,15548615018,26
潘奇月,13232916831,25
吴惠珊,13367160746,24
何依洁,15146864616,19
杨宛水,13715464001,24
张任吟,15773668550,28
李浩念,15607781438,19
赵琦谦,15693096172,24
许文坤,15674690590,21
林哲玮,15947392749,20
袁雅婷,13268096199,26
陈思博,13104106821,27
丁舒诚,15926453306,18
岑俊和,13582207846,27
林志斌,13183059824,28
宋德和,15301265480,24
谢恭原,15835842864,29
李颖治,18730529615,27
李凯任,15923480624,29
郭雅君,13282396104,29
陈希云,18931999324,20
谢志宇,13876654614,28
林奕翔,13591363556,18
郑雅雯,15204145823,19
孙俊纬,13760829620,20
张松伶,15601658643,23
林维哲,15564401004,24
侯学裕,15833526174,21
林德瑄,15878358127,29
杨琇宏,18996601423,25
张惠白,13848293029,28
贾宏蓉,18808722827,24
胡怡廷,13811318083,27
周佳泉,13809415561,21
杨建宏,18956791778,22
赖书玮,13107644002,28
黄爱臻,13991201967,23
林育英,13361290947,23
林美欣,15585631921,26
黄明雅,15165626889,19
李惠茹,18981070699,26
韩淑君,18760970829,21
张水婷,18762437674,19
钟嘉玲,15567439559,23
萧婷全,15101683860,22
陈俊贤,15844551437,28
林君哲,15107763353,25
涂家庆,15969472383,19
沈大琦,15635714799,21
李书玮,13438369371,22
吴佳美,15788076676,20
王昱辉,18797505955,18
杨肇顺,18669313782,19
陈昱仁,15349358365,21
余玮婷,13375149191,26
杨淑筠,15772627850,22
陈忆福,13668301291,28
谢玉芳,13835456414,20
谈祥欣,18604226524,26
童莉兰,15953452593,23
林建旭,15310183422,26
许木阳,15947939771,23
谢若沛,15211663218,28
曲欣宜,18959917861,24
周雅婷,13926499760,25
郑宇安,15805140439,24
温俊贤,13576664146,25
王子齐,13233650107,28
吴雅铃,15935134440,29
杨智钧,15683208611,25
吕军坤,18870531490,23
骆怡君,18790318968,24
颜昭芳,15968427455,18
陈富钰,15213161010,21
张雅忠,13269003769,26
彭晓爱,15911343239,18
潘品菁,15353253124,27
侯怡君,18628736400,23
杨淑启,18888221436,28
郑台山,18521825816,26
谢宜容,13344292199,28
姜景秋,15900447696,20
蔡旻茜,15801080726,21
陈钧辛,15680112768,18
林舒婷,15733363919,27
刘家瑜,15783770220,22
黄志绿,18578171075,20
张政哲,15338070779,22
吴嘉秋,13645467229,27
何淑萍,13385815413,22
曹平泉,13527121169,23
温佩芸,18861973224,19
刘良修,13494060271,27
薛世以,18577608353,23
杜惠茹,18724178739,24
郑雪合,13248964167,24
林梦萍,13336210040,18
刘耀梅,15763088778,21
黄展菁,18787112848,23
洪忆俊,15945950967,19
刁峻芝,15230181194,29
王家齐,13342278046,27
林秀琴,13552776840,18
陈怡洁,13233385068,28
陈雅筑,15986564571,29
宋纬盛,15301864818,26
章郁豪,13909651367,21
许惠婷,15833898789,26
邱伟伦,15721073832,23
邱旻萍,13795350830,19
李与中,15130028554,18
李宜盈,15883850893,18
陈雅舜,18648246888,20
陈韦宣,15767714290,21
林宜芳,15606296040,18
许协花,15937187382,23
邱凯婷,13111094016,27
郭家云,15956806985,26
杜淳骏,13461834594,28
胡廷惟,18551076057,26
林政勋,15977845953,18
叶育儒,18567561662,18
陈琳发,15802301676,27
翁建良,13333920335,29
杨玮蓉,13579814692,21
王政廷,15824782271,25
萧孟君,15823663331,20
杨胜杰,13740903005,21
张佳群,18554760862,24
黄玉定,15595707849,22
张懿帆,13503622620,24
黄佩珊,13276328551,29
谢孟绍,13733579036,27
徐伟美,15207732346,23
郑韵君,18561887838,24
简奕辰,13482308511,25
李嘉玲,13600666898,24
谢慧敏,15164133952,20
韩士豪,15574010781,27
张坚昌,15523559223,22
陈俊富,18781627115,19
梁安琪,13973422109,27
吴政良,15661185514,24
杨佩君,15992807784,18
王昭真,15690189968,22
林伦凯,18708412934,27
黄雅玲,13929977611,24
林圣如,13842394852,29
魏欢钰,13629152215,26
阳美娟,15742196557,25
李思婷,13738469475,24
林士哲,13840577666,21
吴慧茜,15566564803,19
王俊吉,13452343024,18
许家以,13622492768,24
刘瑜吉,15351630077,29
张雅和,13665379241,29
黄俊泰,13629307768,21
林可诚,15135700930,22
陈敏松,13199297271,26
陈可欣,18612475930,27
林佳玲,15748004478,28
赖宏达,15948676318,20
李玫惠,15816102907,22
张书玮,18524625133,27
钟钰睿,15332070624,18
王敏鸿,13233061576,18
金旭倩,13307055541,22
高明志,13391172535,28
李耀柏,13527430804,19
林慧萍,13334598732,27
李佩璇,18605098464,22
宋欣桦,15814319210,29
童香凤,18753888590,22
黄与倩,15652496261,18
张淑杰,15744544107,18
吴怡君,13242222032,29
蔡雅娟,15829160091,24
许淑强,15766081486,21
彭右花,13339710079,26
黄秋吉,13134467453,20
陆兰心,13501013096,22
汪兴白,13329121893,29
余碧秀,13970908199,29
杨佳富,13721490286,25
王嘉均,18992078778,26
吴思汉,15869535671,23
陈育如,18907564645,21
袁竣忠,15177687376,20
萧雅韦,15243652773,20
杨玉梅,15867285760,28
冯忆翰,13711626016,21
郑家豪,15710010082,24
吴宜如,13719481689,18
蔡冰隆,18709721559,22
邓安春,13590492068,25
陈雅玲,15836287410,26
黄健安,15500290289,18
周璇霖,18753340860,29
沈豪全,15109747145,19
涂伟升,15805253469,29
李仁杰,15787872009,27
李语来,18638089339,21
林曜宇,13465379706,29
张书沛,13390741913,22
陈志明,18847542325,24
席岳秀,15763069417,19
杨舒智,15686849356,27
吴佳慈,13307889336,19
陈立君,13384918147,23
刘俊吉,18519531753,24
张俐以,18841418801,21
简国华,13831851919,21
吴家坤,15175185564,19
陈彦霞,15894459811,23
王怡君,13511359371,18
王丰名,18575081794,18
卢燕茜,13203537700,21
林夙嘉,13213946798,21
萧育玮,15972682716,28
黄兆龙,18690198129,23
刘欣怡,15783916752,19
林哲伟,13118755293,20
林智杰,18807216843,22
郭志忠,15241105501,19
吴孟智,13824293543,21
曾法宝,13280106111,25
陈建宇,18593886550,22
周安妃,13140327526,20
胡丰睿,13503740104,24
杨安兴,15666804690,26
王书玮,15289907089,25
吴光江,13864717291,23
白湖枝,13285926055,19
韩仲伦,18613413851,28
谢淑婷,15607861503,18
林雨幸,15989666100,19
王怡君,13163037760,29
林凯喜,13897034768,24
戴书豪,18952957781,20
张汉尧,13677970138,28
傅佳桦,13655271162,21
吴钰雯,13116418686,21
刘佳玲,15340710986,19
杨瑞淑,13262942598,24
高俊安,13955543469,27
陈佩儒,15541183507,24
李建和,15989747997,27
蔡俊安,15168593809,22
张靖芷,13370035387,19
许珮瑜,15834625680,20
陈宜莹,15243029552,23
黄淑惠,18998496237,29
陈宗颖,13138927608,18
刘祥士,18737173513,21
陈莹雨,15793264191,23
刘孟璇,13224255660,24
陈建海,13299716812,20
林雅富,13620584175,18
林志治,15791159326,24
李怡桂,18762705254,21
李诗娥,13436299315,29
杨志峰,15559016312,25
李美慧,13925777407,24
王妤瑜,18738496666,21
简燕贞,15146757770,18
邱昱宏,15200285971,22
全水杰,13106603289,29
何雅婷,13817122457,18
曹紫玫,18517626516,20
许雅文,15504673912,18
王文桂,13305439017,29
毛伟智,13179903173,20
汪姵韦,13941276598,22
周秀玲,15774877386,22
吴湘宁,13493601866,28
洪冠兰,13274978831,21
杨依易,13354198417,19
吴佳琳,15573291949,19
狄富珍,13333777892,24
黄玉均,15294638523,24
宋亭君,18630714460,26
罗庭菱,13877009804,29
叶皓坤,13617191549,29
李淑东,18510424735,25
许蓉仁,15904941095,27
蔡宥男,15773936327,28
杨均哲,15507356980,26
吴俊纬,15730648505,23
陈重蓁,13562656310,28
黄亚弘,15522260425,18
张亦苹,13237260077,27
杨舒珠,18893714732,20
刘柏臻,15330811500,27
陈雅芬,18897991142,24
韩舒颖,13757390596,29
谢雅云,13787764133,23
黄怡君,13523957335,21
冷育萱,15975439344,18
赖世伟,13207403158,20
许英心,15765259417,19
刘彦廷,15561867521,27
林丽华,18804383130,25
吴秀琪,18601170210,29
王妤中,13839925438,19
骆武绿,15687236090,23
林彦男,18718181599,22
李志翔,18885742707,21
涂乃辰,18508177888,19
周淑贞,13906356978,27
林立贞,15655684093,19
幸威芳,15888715053,27
李育霖,13166732196,21
黄欣怡,18978794336,22
林修蓉,15722188651,28
卢淑贞,13827346334,27
曹又明,13568334123,26
黄国新,13380705283,19
林雅依,15225255649,29
张晓玲,15386024664,27
谢文琳,13113596174,27
李宜珠,18646729281,29
王伟云,15765215333,29
陈婉菁,15661182420,18
张智超,15514079726,23
陈国菱,15103088696,28
邓冠宏,18528069572,29
林珍安,18862984764,20
史志玮,13980908883,26
林孟蓉,13989438181,28
王丰彦,15746558572,20
王书兰,18892913682,21
章俊佑,18676275773,24
李宗元,15369010651,28
袁怡芬,13626587963,19
廖珮桦,15772267792,23
吴佳燕,18616578830,29
洪耀德,15757242250,28
孙淳桦,13954237061,24
刘政莹,15983311099,20
蔡一月,13765697892,21
杨志成,13907990739,21
赖法吉,13953665872,22
程坤均,15848472363,20
鄂伊彦,15779244930,19
吴宜君,18730854394,26
李君豪,13293236695,19
陈婷竹,15929616694,28
全智仁,13291017493,23
陈佳燕,13327893015,25
宓维华,13912286312,19
张淑琴,13530998624,27
马翊智,13767383573,25
张哲豪,18859052265,28
钱凤维,15396791527,20
郭上全,13650533423,23
郭贤仁,15106428811,18
席姿婷,18916222461,27
杨均昆,15342721715,27
黄添雨,15363131959,29
张智翔,15579776124,21
翁家羽,13214984142,29
袁中以,15225946124,21
陈世苹,13710163222,26
陈素谦,15806883090,24
张惠江,18550953001,23
白文彬,13263627932,20
王大玫,13254730105,18
谢祥龙,13321196448,25
王家玮,18687219787,20
马协善,13404900500,27
潘明宪,13530225049,29
刘佑儒,18589427508,25
杨志华,13593793999,22
刘必诚,18850952974,29
张友鸿,15715112717,23
李欣桦,13385292799,27
林惠如,13700309822,21
蔡美云,15742098665,25
蒋子韵,13489576339,29
陈淑慧,13364071210,21
林宜新,15622380937,23
张静怡,15220665284,21
陈子贞,13197174739,21
姚呈宝,13999605282,27
王纬竹,13427882460,22
郑雯荣,18624418660,28
童祯芸,15913240977,18
谢正嘉,15711870041,27
黄纯兰,18550640556,20
吴和俊,15937344140,23
黄若贞,18732813727,24
刘佩玲,15753838064,23
张健奇,13641971460,27
游信宏,18921990732,18
李雅任,13434686922,27
蓝婉东,13567009599,28
张涵映,15550144454,28
林孟哲,13190740573,23
贡静仁,15715550339,25
蔡秉吉,18576371216,25
刘志伟,15248344657,29
邱建彰,15927142903,20
柳志翔,15340837058,22
陈燕琪,13881876217,23
张莉勋,15317920592,23
李乃文,13959221377,18
王与馨,18855131814,25
吕玟汉,15183700504,24
邱海秀,13565291056,28
张佳荣,13103177913,20
王柏弘,13974430344,27
温宗达,13863370668,27
赵姿吟,18501080965,29
郭家顺,15227170101,28
陈贵柏,13684813000,19
陈智一,18518936222,23
陈筱绮,15193800633,25
冯子杰,13473665534,21
郭依洁,18798497920,20
林嘉俐,15592102197,28
蔡乔盈,13340502219,29
骆淑玲,18723707728,25
黄行阳,13836724680,27
曹建铭,13220551540,22
刘建福,13251287571,20
林素一,13215235965,22
杜毓任,15726571810,26
张惠君,15918017367,27
吴承颖,15827049288,24
杨玮轩,15289722220,22
林于新,13838074420,28
陈左凡,13992337156,23
李伟伦,13310185155,27
赖怡绮,18809458989,28
郭以霞,18888659565,22
张彦均,13969202264,28
曹俊嘉,18573336717,19
金紫英,13240999666,23
李伊欢,18632963526,23
郑宏达,18839846152,23
苏君如,13896582150,19
陈呈依,13940088427,25
陈昭哲,15113634330,20
赖上季,15296576363,26
冉忠旭,13611117981,28
曾珮梦,13228623375,18
陈志绍,15754754623,20
郭健铭,15577037063,18
蔡纬达,13789574666,18
彭宪和,15891404011,29
陈怡俊,15601696055,22
陈怡伶,13632698323,22
柳丰诚,13948821968,23
杨威璇,13320667905,27
赖建玟,13290569007,29
林裕仁,13932906808,21
陈义雪,13142478352,18
黄政忠,15848805802,27
孙晓伯,15128506248,25
黄盈扬,15327652392,27
林雅星,18693271260,23
洪亚凯,15330208869,28
潘侑韵,13439753908,19
徐思涵,13895535568,26
郭南琪,13941498105,27
王白均,18800514132,20
杨珮甄,13947344049,26
陈昱茜,13631586394,22
林丽修,13774714930,24
李健泉,18790723654,26
刘志贤,15896079398,19
苏志豪,18525278496,18
陈家吉,13141236486,24
王宜欣,18605526297,29
房靖雯,13802718288,22
黄维吟,18883832957,18
吴佳铭,15718706007,24
林家伯,15998787762,27
吴良原,15358644641,29
陈俊良,13924332880,27
冯侑木,13814657761,29
林怡芷,15192761823,29
舒皓富,15947082405,20
吴毓德,18519518885,26
夏琳辰,15363316371,24
李恭雅,13127429197,28
陈珍荣,13655490377,28
刘新南,18647109245,20
王百纬,13918215865,29
黄筱涵,13196703305,23
李欣瑜,13169029617,18
林冠杰,13464313558,26
钟家慧,15534139708,28
黄志妤,18675353049,23
陈郁芸,18605178491,23
陈仲海,18736265172,20
张行芸,15193135648,19
郭凯定,13129206345,18
黎学和,15353250858,22
陈旺伟,15953052179,28
卢可欣,18667998398,29
李欣妹,15898477747,21
周家群,18783885102,23
王岳琴,15909422167,27
程金湖,13441370448,29
陈人隆,13580780755,18
王志明,13707201881,28
黄于庭,13862825602,20
王志鸿,13519990757,22
林可娟,13715276307,25
李佩民,18672860348,24
刘淳英,13639225973,18
李彦伶,18916920847,28
张淑萍,15544450922,27
邓力君,18511076475,24
林志伟,18530828577,26
蔡承吟,15391453491,23
林柏毅,13265727272,27
吴思翰,13886969900,26
庄惠汉,15129227392,19
唐得维,13122782365,21
黄与沛,13437681904,21
林勇蓉,13569125842,20
林明菱,15540471110,25
陈信顺,13345239837,26
王法圣,13111832367,27
索志杰,13483011181,18
谢欣仪,13858528510,24
林修昀,15286127420,18
陈佳儒,15125312150,19
张枝阳,15256536883,24
曹伟伦,18681687290,28
陈韦亚,13290150369,21
张雅雯,13974801726,23
禹俊明,15384374619,20
李依璇,13876639043,25
张雅智,13544790192,28
何左薇,13887712653,26
张惠源,13647688302,29
陈奕江,15641139777,18
蔡千惠,13376389700,22
林佩芬,15143378964,18
林威任,15657280376,21
彭莉妹,13197138377,23
施东伦,18748914206,26
陈伊婷,13844028753,24
叶奕伶,13151447123,20
周志杰,18652312299,19
潘于生,15104938159,23
黄筱月,15382178323,29
张智妤,13559114211,26
林柏筠,18904489578,26
曾宁宜,15330278227,20
李协原,15390334424,20
王玉福,15964073201,20
陈孟璇,13840479191,22
胡岳泉,15577982450,21
吴宪盛,18541172361,21
沈玮婷,13911362330,18
叶尧俐,15261768914,28
高南韦,15152490281,27
余琦兴,18803207007,26
黄敬富,13324191263,21
黄映雅,18560734304,26
赵怡婷,13455756333,20
谢智伟,15841599877,26
张家芷,15357763986,18
李映宁,13541036936,27
陈佑南,18707922046,22
陈俞福,15126731719,27
张雯珮,13439587710,18
杨登盛,15820104553,27
林文杰,15989417624,22
王意木,13362963376,26
李琬婷,15687043697,25
廖刚容,13752599985,29
叶燕帆,15781509450,27
郑瑜哲,13368568261,29
赖春辉,15115946053,21
赵怡伶,13479229646,29
吴秋扬,13322915978,28
柯嘉鸿,18876372103,26
叶鸿娇,13656567088,26
王明卿,15729269154,25
李雅文,13675180598,24
潘财廷,15314823733,26
张宜芳,13829077762,22
吴家弘,18591645028,18
郑意珮,18537453328,21
刘茹旺,13153438492,19
林昱宣,13639239119,29
赵靖中,15975228652,25
吴佳琬,15567884412,25
陈宛韵,13903380615,23
和钰谕,18841362348,28
陈盈伦,15792528342,18
徐裕海,13215988347,21
樊泰妹,15780644714,27
张彦翔,18507322352,25
宋嘉祥,13861312095,21
黄雅如,13899793301,23
陈茂吟,13195265318,29
刘睿贤,18855918604,24
郭淑洁,15936076608,24
连建宏,18669174246,21
高芳轩,15564540618,28
黄育霖,13636699712,29
张安宇,13531061871,24
张群江,13297235770,19
郭孟涵,15140920911,25
陈柏霖,18985099377,24
邓明薇,15578730820,19
萧朝嘉,13874875256,20
陈文宏,15186512765,19
许以宜,18896538181,27
金静怡,18798335885,26
杜力玮,15610618801,25
张怡白,13409107270,29
蔡政娥,18529589959,18
李彦芷,13577732342,23
欧俊宏,15873104854,19
林冠廷,13467306458,21
陈宗财,18967540059,26
金宗翰,18597721490,21
洪玮伦,13784369772,28
钟宁绍,13180793571,19
黄和兴,13263662675,22
黄良琴,18862723857,23
李雅晴,13578681141,22
刘家铭,18675633047,21
苏志铭,15515749751,25
林怡君,18823048263,28
吴雅坤,18652860496,25
郑华中,18606045468,27
邱行云,13671576049,21
黄智凯,18766354843,19
陈怡萱,13268802399,24
冯奕英,15918994060,18
黄依孝,13742439499,27
沈芝齐,18922002595,24
陈昱诚,13243373681,23
杨育菱,18826196313,28
毛淑玲,15871697686,21
张士哲,18864080862,20
杨玉华,13188996956,20
张蓉贤,13482139638,26
陈佳颖,15590114259,23
郭启娇,15523585162,28
王佳慧,18509309987,25
张骏娇,13431370057,22
杨扬凡,15555235110,19
张家齐,15829594452,23
许柏勋,13938112174,18
周家荣,18719280025,22
黄冠士,13725329130,27
吴怡萍,15640831159,29
许馨仪,18858519635,25
林嘉绮,13600476023,23
林素劭,15754007732,21
李旭清,13279951591,19
陈柏青,15842964384,18
苏乔麟,18582328653,19
林勋洁,13215692794,20
骆志菱,18690597663,29
张得珠,15789722773,22
刘佳扬,13114917771,26
杨辰霞,18956353639,27
刘雅馨,15536447403,24
袁嘉依,13516826783,29
蔡雅玲,13173849277,25
郑秀慧,15132298932,25
林忠翰,18803761341,19
刘雅隆,15558862955,23
吴奇喜,13154662993,28
连子轩,18671255522,18
郑宇秀,15575223087,21
李珊平,18680506098,27
林宜顺,15563392713,20
高承翰,13913132621,28
袁子杰,13765166178,24
刘左娇,13932747313,20
叶政翰,15671794653,18
林兴月,18778406190,26
谢慧萍,13864733810,21
宋维哲,15390052323,20
林益韵,13580500724,21
彭俊宏,13166800481,29
陈建海,13387001488,24
连怡桦,13845063469,19
骆怡婷,13970920060,24
常雅玮,13792810128,27
江于婷,15298532478,26
陈彦纬,13568020789,23
阮朝昌,13734046537,22
许彦儒,18823378777,28
苗惠文,13270009334,26
黄士豪,15906148495,27
林彦海,18849771192,20
丁文欣,13561187368,21
陈慈云,13952772833,26
张雅臻,15626670744,25
黄慧萍,15362416496,21
冯茹琬,18566501815,29
林凡洁,18555194610,26
倪欣颖,13887859929,24
林重伯,13575544774,20
张哲绿,13663575985,18
曾诗涵,18743434125,22
邱冠儒,13789098208,29
张水蓉,13902451035,20
杨秀慧,13341721087,24
刘意霖,15376933354,28
陈怡哲,13571102433,23
戈怡萍,13294357664,19
常伦怡,15306295367,29
郭均冰,13327749424,27
陈怡侑,15166733667,28
杨智嘉,15855152615,22
吴冠伦,13458820021,21
刘彦莲,18806976537,25
怀得祯,13231072252,26
江美惠,15725842476,21
刘依婷,13416667390,20
李千紫,15134652013,20
萧健铭,15228587844,27
黄惠白,15343784086,23
赵静怡,13729193040,24
梁淑娟,13153303038,24
邓圣文,15941995375,29
吴静吟,18886152196,22
黄冠勋,13338025055,28
杨雅茹,18779473806,25
杨佩芬,15224698521,29
罗羽江,13132476191,23
黎志杰,13708740286,26
陈永贤,13810780698,25
张水英,13606085761,26
黄阳任,13187009216,26
郭骏凡,15663203985,24
林洁慈,13904283904,23
曾克雄,13861688991,22
林华山,13125850523,20
陈玉翰,15248976887,19
沈荣嘉,15927618169,28
甯国华,15735543769,26
王志杰,13926858410,27
严芸豪,18638026150,27
陈宛娥,13314917774,18
林上盈,15977326580,18
张志文,13446673421,23
王昱宏,13895210153,22
程柏儒,13706821470,29
谢欣洁,15791496851,19
陈建苹,15743043115,22
黄柏政,15318464478,28
侯左顺,13557016158,29
张顺雪,15787131129,19
吴志容,13483617991,24
谢宛梦,15183595899,20
王怡阳,15218471120,24
刘任玮,13682043794,22
张宛君,13511092839,23
吴俊定,15568403623,18
刘雅文,13403625351,22
伍骏维,15301173826,29
杨佳颖,15152587888,27
林乔齐,15354192216,20
李莹茜,13768357291,19
李慧勇,18932345904,29
周俊逸,15851245712,28
王天芬,18972627515,26
陈淑惠,15947540326,28
杨雅旺,13576294204,28
金志瑞,18866831939,21
王恭吟,18674876473,23
苏辛辉,15853366289,28
赵国君,13244840763,27
吴雅芬,13717634462,20
王嘉祥,15672150639,27
郑雅泉,15800970926,22
陈雅婷,18980645312,22
王凤珠,13278329153,26
郭康芝,18799563810,18
陈孟菁,13984317010,29
林承江,13135598462,25
黄依婷,13142498105,25
黄山颖,13368490072,21
杨人名,13654433689,23
李淑芬,13277467606,19
吴威德,18689894694,20
王圣义,15558154956,19
黄娇旭,13765976778,27
朱宜欣,13164985742,23
陈振江,18970645318,18
郭智强,15374216860,19
许翰芸,15128514552,18
钱雯升,13154329590,28
陈柏德,15549455018,19
谢文祥,15971504798,22
陈婉君,13770444825,24
林玉桦,18929991668,19
隆馨妤,18673742307,21
刘伦齐,13519164079,21
张珊郁,13353767935,18
王妙睿,15940351266,20
李威珮,13838114879,27
邓富勋,18576144682,19
杨舒原,15720813902,20
谢佳嘉,18847073943,25
张明名,13108173353,26
王志铭,18520480411,29
李采威,15641649749,27
刘爱惠,15606611457,22
吴筱芸,15341527916,22
刘依婷,13112381410,22
赵俊嘉,15578845889,28
黄志法,13815066697,29
陈友汉,18992627013,22
杨映维,13365613263,26
谢佳宏,13484411709,28
王惠雯,15668715412,28
廖宏达,13816809552,28
黄怡祯,15194122700,24
陈世英,18964259465,20
马志文,15214725008,22
谢欣青,15342603115,29
林钧娇,18979022423,18
钟雅雯,18905722348,25
张贞依,13489956589,24
阮佩璇,15673102483,21
刘威廷,15771790068,23
黎靖凯,18973248652,19
黄晏辉,15824081560,19
古馨文,15517987551,27
黄盈甄,18798027361,18
吴佳皓,13126195351,19
赖玉婷,13676340112,19
李珮君,18652254191,19
张哲嘉,13292317964,27
蔡仪谕,15223507903,29
林建坚,13286615477,20
张莉海,13132413793,25
李庭俊,13408154072,20
吴维伦,13704007659,23
吴盈甄,15596818281,22
陈怡秀,13620403606,22
林玮真,15955449375,23
张孟颖,15675768195,26
蔡明幸,13502334603,21
许淑芳,13362845082,27
李伟伦,13918294978,20
张文达,13845697346,23
吴思义,13597923402,28
吴宗妃,18854437728,23
徐盈如,15915288974,27
蔡承祥,13898698215,25
洪雅娟,13733344256,26
林淑芳,15143592961,20
阮呈信,15800869737,28
涂彦均,13782550298,28
张薇芳,18904879729,23
戴任发,15563033599,19
黄子友,13303976102,23
丁昆来,18915646271,25
王成茹,13664048625,19
陈展忠,18830077372,20
李雅惠,13733423283,20
陈萱翰,15346634192,18
苏士铭,18716861083,28
庾思婷,13330417525,25
连俊明,13443562243,27
黄明心,15742448693,18
陈蓉育,13626139924,28
冯宇翔,18578765796,19
吴欣美,15679493276,25
李佩坚,18548985564,29
李雅玲,15663433863,20
陈左绮,15696485589,19
黄千惠,18635922952,27
姜懿书,18832818753,23
林诗宁,15721299748,27
谢泓圣,13876984013,21
赵宛乔,13816039298,19
袁巧尧,15110910509,22
赵文欣,13732079242,24
张玉宣,18956435959,26
林财洁,18686357570,29
吴芳如,13169994636,26
吴琼慧,13710288767,28
刘力靖,13311008004,20
陈志治,18567722794,24
毛蕙行,13865845751,27
谢雅琪,18842954041,19
刘礼纬,13613011925,18
张崇维,15749607427,23
罗翔欣,18648777201,25
陈伟辉,13614165939,29
夏允仲,13240589152,28
郭真发,18770879149,27
袁思涵,13568022604,24
刘右德,18651007726,28
周承翰,15379241167,29
黄莉定,15729391755,19
赖汉白,18533896800,29
张怡桦,13542192552,18
王俊旺,15928892908,26
陈亦升,15510911106,19
钟可欣,18562572345,27
赵正倩,18864585292,26
王子柏,15157755021,19
张丽华,13458379699,24
温杰惟,15235062758,25
温清吟,13862469538,24
李冠杰,18583397023,22
吴芳云,15114696766,29
温建宇,15709845088,18
马一盛,13173031337,29
林美威,15376424733,19
张登如,18724574452,22
罗思洁,13268964292,21
邓忆菱,15932945910,21
郑欣颖,13188251796,28
张懿辰,15606823218,25
杜俊贤,13254044460,26
林宜芸,13554386246,23
王家良,13392545583,27
陈宛嘉,13952616261,18
谢宗梦,15115118389,25
袁力全,15319518344,27
吴正欢,15895885558,18
王昭莹,15188387215,28
许希惟,15123974348,22
褚智文,15775851539,19
黄士福,13960119830,28
陈美淳,15793103168,26
陈伟伦,13369737719,26
吴静云,13230790367,28
蔡俊明,13643397334,29
江世勋,15752918430,19
刘尚均,13786843194,23
陈志嘉,13412119785,23
周乐哲,18731024518,22
方启瑜,13782734942,29
韩怡君,18714516308,29
王隆凯,13830202607,27
陈修恩,18782294247,28
刘青虹,15827786297,19
萧彦廷,18921408631,19
蔡孟修,13568593804,18
陈育以,13120878259,20
黄皓盛,13314757870,28
张柏宏,15384134325,23
黄淑惠,18686017931,23
吴佳冰,13752920440,28
宋威宇,13201206231,22
陈碧柏,13754985290,26
陈思宪,13168311801,28
陈睿虹,18842883681,26
钱俊宏,15237268574,20
吴芳鸿,13356035155,27
林佩忠,15736665167,18
林惠珊,13499838882,19
张淑宣,13302385467,18
林俊廷,15913363334,26
黄睿南,18729603540,27
王依婷,15294915401,21
李嘉玲,13902779349,18
黄明辉,15792920955,24
朱琳苹,18993580102,25
吴嘉雯,15205280639,19
陈君宪,18740536125,25
蔡舜启,13784867590,29
林羽扬,15254840297,24
谢丽君,15564830819,27
黄佳颖,13682575138,20
黄淑英,13315344383,23
陈嘉祥,18566323717,21
崔安勋,18921816915,26
姚宗达,13791743953,18
韦姵君,15962661239,25
单伶紫,15561660766,23
金松乔,18730210878,22
周怡如,13527393530,29
韩行仁,18566449089,18
谢娇舜,15603066545,26
马文凯,15622912890,27
